item_id,lexical_item_id,counterbalance_group,version,word,sentence,condition,interpretation,stimulus,low_base,high_base,lemma,lemma_category,freq_ortho,freq_ortho/M,log10_freq_ortho,zipf_scale,length,reading,analysis_status,stimulus_round,trial_role,target_version,experimental_list,filler_rotation,original_version,target_pair_number,target_assignment_method
HD067_high,HD067,,,desconsolável,que não é consolável,high_des,neg,desconsolável,,consolável,consolar,ver,143,4.557381092987465,2.155336037465062,3.6587153462610615,8,high,correct,new_high_des,target_high_des,A,A,both,,6,adjacent_zipf_pair
HD067_low,HD067,,,desconsolável,que pode ser desconsolado,high_des,neg,desconsolável,,consolável,consolar,ver,143,4.557381092987465,2.155336037465062,3.6587153462610615,8,low,incorrect,new_high_des,target_high_des,B,B,both,,6,adjacent_zipf_pair
HD079_high,HD079,,,dessondável,que não é sondável,high_des,neg,dessondável,-,sondável,sondar,ver,168,5.354126039313946,2.225309281725863,3.7286885905218625,6,high,correct,new_high_des,target_high_des,A,A,both,,7,adjacent_zipf_pair
HD079_low,HD079,,,dessondável,que pode ser dessondado,high_des,neg,dessondável,-,sondável,sondar,ver,168,5.354126039313946,2.225309281725863,3.7286885905218625,6,low,incorrect,new_high_des,target_high_des,B,B,both,,7,adjacent_zipf_pair
HD081_low,HD081,,,desambiguável,que pode ser desambiguado,high_des,neg,desambiguável,,ambiguável,ambíguo,adj,218,6.947615931966905,2.3384564936046046,3.8418358024006043,7,low,incorrect,new_high_des,target_high_des,A,A,both,,7,adjacent_zipf_pair
HD081_high,HD081,,,desambiguável,que não é ambiguável,high_des,neg,desambiguável,,ambiguável,ambíguo,adj,218,6.947615931966905,2.3384564936046046,3.8418358024006043,7,high,correct,new_high_des,target_high_des,B,B,both,,7,adjacent_zipf_pair
HD070_high,HD070,,,destolerável,que não é tolerável,high_des,neg,destolerável,,tolerável,tolerar,ver,223,7.106964921232201,2.3483048630481607,3.8516841718441603,7,high,correct,new_high_des,target_high_des,A,A,both,,8,adjacent_zipf_pair
HD070_low,HD070,,,destolerável,que pode ser destolerado,high_des,neg,destolerável,,tolerável,tolerar,ver,223,7.106964921232201,2.3483048630481607,3.8516841718441603,7,low,incorrect,new_high_des,target_high_des,B,B,both,,8,adjacent_zipf_pair
HD082_low,HD082,,,desmodelável,que pode ser desmodelado,high_des,neg,desmodelável,,modelável,modelar,ver,239,7.616881686881149,2.3783979009481375,3.881777209744137,7,low,incorrect,new_high_des,target_high_des,A,A,both,,8,adjacent_zipf_pair
HD082_high,HD082,,,desmodelável,que não é modelável,high_des,neg,desmodelável,,modelável,modelar,ver,239,7.616881686881149,2.3783979009481375,3.881777209744137,7,high,correct,new_high_des,target_high_des,B,B,both,,8,adjacent_zipf_pair
HD083_high,HD083,,,dessintetizável,que não é sintetizável,high_des,neg,dessintetizável,,sintetizável,sintetizar,ver,262,8.34988703750151,2.4183012913197452,3.921680600115745,10,high,correct,new_high_des,target_high_des,A,A,both,,9,adjacent_zipf_pair
HD083_low,HD083,,,dessintetizável,que pode ser dessintetizado,high_des,neg,dessintetizável,,sintetizável,sintetizar,ver,262,8.34988703750151,2.4183012913197452,3.921680600115745,10,low,incorrect,new_high_des,target_high_des,B,B,both,,9,adjacent_zipf_pair
HD072_low,HD072,,,desabilitável,que pode ser desabilitado,high_des,neg,desabilitável,-,abilitável,habilitar,ver,268,8.541105824619866,2.428134794028789,3.9315141028247886,9,low,incorrect,new_high_des,target_high_des,A,A,both,,9,adjacent_zipf_pair
HD072_high,HD072,,,desabilitável,que não é abilitável,high_des,neg,desabilitável,-,abilitável,habilitar,ver,268,8.541105824619866,2.428134794028789,3.9315141028247886,9,high,correct,new_high_des,target_high_des,B,B,both,,9,adjacent_zipf_pair
HD074_high,HD074,,,desviolável,que não é violável,high_des,neg,desviolável,,violável,violar,ver,359,11.441257429248253,2.5550944485783194,4.058473757374319,6,high,correct,new_high_des,target_high_des,A,A,both,,10,adjacent_zipf_pair
HD074_low,HD074,,,desviolável,que pode ser desviolado,high_des,neg,desviolável,,violável,violar,ver,359,11.441257429248253,2.5550944485783194,4.058473757374319,6,low,incorrect,new_high_des,target_high_des,B,B,both,,10,adjacent_zipf_pair
HD075_low,HD075,,,desexprimível,que pode ser desexprimido,high_des,neg,desexprimível,,exprimível,exprimir,ver,417,13.289705704725685,2.6201360549737576,4.123515363769757,8,low,incorrect,new_high_des,target_high_des,A,A,both,,10,adjacent_zipf_pair
HD075_high,HD075,,,desexprimível,que não é exprimível,high_des,neg,desexprimível,,exprimível,exprimir,ver,417,13.289705704725685,2.6201360549737576,4.123515363769757,8,high,correct,new_high_des,target_high_des,B,B,both,,10,adjacent_zipf_pair
HD087_low,HD087,,,desabitável,que pode ser desabitado,high_des,neg,desabitável,,abitável,habitar,ver,451,14.3732788317297,2.6541765418779604,4.15755585067396,7,low,incorrect,new_high_des,target_high_des,A,A,both,,11,adjacent_zipf_pair
HD087_high,HD087,,,desabitável,que não é abitável,high_des,neg,desabitável,,abitável,habitar,ver,451,14.3732788317297,2.6541765418779604,4.15755585067396,7,high,correct,new_high_des,target_high_des,B,B,both,,11,adjacent_zipf_pair
HD088_high,HD088,,,despenetrável,que não é penetrável,high_des,neg,despenetrável,,penetrável,penetrar,ver,491,15.648070745852067,2.6910814921229687,4.194460800918968,8,high,correct,new_high_des,target_high_des,A,A,both,,11,adjacent_zipf_pair
HD088_low,HD088,,,despenetrável,que pode ser despenetrado,high_des,neg,despenetrável,,penetrável,penetrar,ver,491,15.648070745852067,2.6910814921229687,4.194460800918968,8,low,incorrect,new_high_des,target_high_des,B,B,both,,11,adjacent_zipf_pair
HD077_high,HD077,,,dessolucionável,que não é solucionável,high_des,neg,dessolucionável,,solucionável,solucionar,ver,498,15.871159330823481,2.6972293427597176,4.200608651555717,10,high,correct,new_high_des,target_high_des,A,A,both,,12,adjacent_zipf_pair
HD077_low,HD077,,,dessolucionável,que pode ser dessolucionado,high_des,neg,dessolucionável,,solucionável,solucionar,ver,498,15.871159330823481,2.6972293427597176,4.200608651555717,10,low,incorrect,new_high_des,target_high_des,B,B,both,,12,adjacent_zipf_pair
HD090_low,HD090,,,desperdoável,que pode ser desperdoado,high_des,neg,desperdoável,,perdoável,perdoar,ver,516,16.444815692178548,2.7126497016272113,4.216029010423211,7,low,incorrect,new_high_des,target_high_des,A,A,both,,12,adjacent_zipf_pair
HD090_high,HD090,,,desperdoável,que não é perdoável,high_des,neg,desperdoável,,perdoável,perdoar,ver,516,16.444815692178548,2.7126497016272113,4.216029010423211,7,high,correct,new_high_des,target_high_des,B,B,both,,12,adjacent_zipf_pair
HD091_low,HD091,,,desimitável,que pode ser desimitado,high_des,neg,desimitável,-,imitável,imitar,ver,527,16.7953834685622,2.7218106152125467,4.225189924008546,6,low,incorrect,new_high_des,target_high_des,A,A,both,,13,adjacent_zipf_pair
HD091_high,HD091,,,desimitável,que não é imitável,high_des,neg,desimitável,-,imitável,imitar,ver,527,16.7953834685622,2.7218106152125467,4.225189924008546,6,high,correct,new_high_des,target_high_des,B,B,both,,13,adjacent_zipf_pair
HD078_high,HD078,,,desarrumável,que não é arrumável,high_des,neg,desarrumável,,arrumável,arrumar,ver,537,17.11408144709279,2.7299742856995555,4.233353594495555,7,high,correct,new_high_des,target_high_des,A,A,both,,13,adjacent_zipf_pair
HD078_low,HD078,,,desarrumável,que pode ser desarrumado,high_des,neg,desarrumável,,arrumável,arrumar,ver,537,17.11408144709279,2.7299742856995555,4.233353594495555,7,low,incorrect,new_high_des,target_high_des,B,B,both,,13,adjacent_zipf_pair
HD080_high,HD080,,,desabastecível,que não é abastecível,high_des,neg,desabastecível,-,abastecível,abastecer,ver,618,19.695535073190584,2.790988475088816,4.294367783884816,9,high,correct,new_high_des,target_high_des,A,A,both,,14,adjacent_zipf_pair
HD080_low,HD080,,,desabastecível,que pode ser desabastecido,high_des,neg,desabastecível,-,abastecível,abastecer,ver,618,19.695535073190584,2.790988475088816,4.294367783884816,9,low,incorrect,new_high_des,target_high_des,B,B,both,,14,adjacent_zipf_pair
HD094_low,HD094,,,desajustável,que pode ser desajustado,high_des,neg,desajustável,-,ajustável,ajustar,ver,675,21.51211355081496,2.829303772831025,4.3326830816270245,7,low,incorrect,new_high_des,target_high_des,A,A,both,,14,adjacent_zipf_pair
HD094_high,HD094,,,desajustável,que não é ajustável,high_des,neg,desajustável,-,ajustável,ajustar,ver,675,21.51211355081496,2.829303772831025,4.3326830816270245,7,high,correct,new_high_des,target_high_des,B,B,both,,14,adjacent_zipf_pair
HD095_high,HD095,,,dessuportável,que não é suportável,high_des,neg,dessuportável,,suportável,suportar,ver,703,22.404467890700616,2.846955325019824,4.350334633815824,8,high,correct,new_high_des,target_high_des,A,A,both,,15,adjacent_zipf_pair
HD095_low,HD095,,,dessuportável,que pode ser dessuportado,high_des,neg,dessuportável,,suportável,suportar,ver,703,22.404467890700616,2.846955325019824,4.350334633815824,8,low,incorrect,new_high_des,target_high_des,B,B,both,,15,adjacent_zipf_pair
HD097_low,HD097,,,desapertável,que pode ser desapertado,high_des,neg,desapertável,-,apertável,apertar,ver,740,23.583650411263807,2.8692317197309762,4.3726110285269755,7,low,incorrect,new_high_des,target_high_des,A,A,both,,15,adjacent_zipf_pair
HD097_high,HD097,,,desapertável,que não é apertável,high_des,neg,desapertável,-,apertável,apertar,ver,740,23.583650411263807,2.8692317197309762,4.3726110285269755,7,high,correct,new_high_des,target_high_des,B,B,both,,15,adjacent_zipf_pair
HD098_high,HD098,,,desordenável,que não é ordenável,high_des,neg,desordenável,-,ordenável,ordenar,ver,777,24.762832931827,2.890421018800914,4.393800327596914,7,high,correct,new_high_des,target_high_des,A,A,both,,16,adjacent_zipf_pair
HD098_low,HD098,,,desordenável,que pode ser desordenado,high_des,neg,desordenável,-,ordenável,ordenar,ver,777,24.762832931827,2.890421018800914,4.393800327596914,7,low,incorrect,new_high_des,target_high_des,B,B,both,,16,adjacent_zipf_pair
HD099_low,HD099,,,desatualizável,que pode ser desatualizado,high_des,neg,desatualizável,,atualizável,atualizar,ver,781,24.890312123239234,2.8926510338773004,4.3960303426733,9,low,incorrect,new_high_des,target_high_des,A,A,both,,16,adjacent_zipf_pair
HD099_high,HD099,,,desatualizável,que não é atualizável,high_des,neg,desatualizável,,atualizável,atualizar,ver,781,24.890312123239234,2.8926510338773004,4.3960303426733,9,high,correct,new_high_des,target_high_des,B,B,both,,16,adjacent_zipf_pair
HD100_high,HD100,,,desconcebível,que não é concebível,high_des,neg,desconcebível,,concebível,conceber,ver,823,26.228843633067722,2.91539983521227,4.418779144008269,8,high,correct,new_high_des,target_high_des,A,A,both,,17,adjacent_zipf_pair
HD100_low,HD100,,,desconcebível,que pode ser desconcebido,high_des,neg,desconcebível,,concebível,conceber,ver,823,26.228843633067722,2.91539983521227,4.418779144008269,8,low,incorrect,new_high_des,target_high_des,B,B,both,,17,adjacent_zipf_pair
HD084_low,HD084,,,desarticulável,que pode ser desarticulado,high_des,neg,desarticulável,,articulável,articular,ver,880,28.045422110692094,2.9444826721501687,4.447861980946168,9,low,incorrect,new_high_des,target_high_des,A,A,both,,17,adjacent_zipf_pair
HD084_high,HD084,,,desarticulável,que não é articulável,high_des,neg,desarticulável,,articulável,articular,ver,880,28.045422110692094,2.9444826721501687,4.447861980946168,9,high,correct,new_high_des,target_high_des,B,B,both,,17,adjacent_zipf_pair
HD085_high,HD085,,,desapreciável,que não é apreciável,high_des,neg,desapreciável,,apreciável,apreciar,ver,907,28.905906652724696,2.957607287060095,4.460986595856095,8,high,correct,new_high_des,target_high_des,A,A,both,,18,adjacent_zipf_pair
HD085_low,HD085,,,desapreciável,que pode ser desapreciado,high_des,neg,desapreciável,,apreciável,apreciar,ver,907,28.905906652724696,2.957607287060095,4.460986595856095,8,low,incorrect,new_high_des,target_high_des,B,B,both,,18,adjacent_zipf_pair
HD086_low,HD086,,,desempregável,que pode ser desempregado,high_des,neg,desempregável,,empregável,empregar,ver,931,29.670781801198114,2.9689496809813427,4.472328989777342,8,low,incorrect,new_high_des,target_high_des,A,A,both,,18,adjacent_zipf_pair
HD086_high,HD086,,,desempregável,que não é empregável,high_des,neg,desempregável,,empregável,empregar,ver,931,29.670781801198114,2.9689496809813427,4.472328989777342,8,high,correct,new_high_des,target_high_des,B,B,both,,18,adjacent_zipf_pair
HD101_high,HD101,,,desreprodutível,que não é reprodutível,high_des,neg,desreprodutível,-,reprodutível,reproduzir,ver,978,31.168662300291896,2.9903388547876015,4.493718163583601,10,high,correct,new_high_des,target_high_des,A,A,both,,19,adjacent_zipf_pair
HD101_low,HD101,,,desreprodutível,que pode ser desreproduzido,high_des,neg,desreprodutível,-,reprodutível,reproduzir,ver,978,31.168662300291896,2.9903388547876015,4.493718163583601,10,low,incorrect,new_high_des,target_high_des,B,B,both,,19,adjacent_zipf_pair
HD103_low,HD103,,,descontestável,que pode ser descontestado,high_des,neg,descontestável,-,contestável,contestar,ver,1106,35.24799642548347,3.0437551269686796,4.547134435764679,9,low,incorrect,new_high_des,target_high_des,A,A,both,,19,adjacent_zipf_pair
HD103_high,HD103,,,descontestável,que não é contestável,high_des,neg,descontestável,-,contestável,contestar,ver,1106,35.24799642548347,3.0437551269686796,4.547134435764679,9,high,correct,new_high_des,target_high_des,B,B,both,,19,adjacent_zipf_pair
HD089_high,HD089,,,desdetectável,que não é detectável,high_des,neg,desdetectável,,detectável,detectar,ver,1123,35.78978298898548,3.050379756261458,4.5537590650574575,8,high,correct,new_high_des,target_high_des,A,A,both,,20,adjacent_zipf_pair
HD089_low,HD089,,,desdetectável,que pode ser desdetectado,high_des,neg,desdetectável,,detectável,detectar,ver,1123,35.78978298898548,3.050379756261458,4.5537590650574575,8,low,incorrect,new_high_des,target_high_des,B,B,both,,20,adjacent_zipf_pair
HD105_low,HD105,,,descoordenável,que pode ser descoordenado,high_des,neg,descoordenável,-,coordenável,coordenar,ver,1184,37.73384065802209,3.073351702386901,4.5767310111829005,9,low,incorrect,new_high_des,target_high_des,A,A,both,,20,adjacent_zipf_pair
HD105_high,HD105,,,descoordenável,que não é coordenável,high_des,neg,descoordenável,-,coordenável,coordenar,ver,1184,37.73384065802209,3.073351702386901,4.5767310111829005,9,high,correct,new_high_des,target_high_des,B,B,both,,20,adjacent_zipf_pair
HD092_high,HD092,,,desquestionável,que não é questionável,high_des,neg,desquestionável,-,questionável,questionar,ver,1306,41.621955996095316,3.115943176939055,4.619322485735054,10,high,correct,new_high_des,target_high_des,A,A,both,,21,adjacent_zipf_pair
HD092_low,HD092,,,desquestionável,que pode ser desquestionado,high_des,neg,desquestionável,-,questionável,questionar,ver,1306,41.621955996095316,3.115943176939055,4.619322485735054,10,low,incorrect,new_high_des,target_high_des,B,B,both,,21,adjacent_zipf_pair
HD093_low,HD093,,,desanimável,que pode ser desanimado,high_des,neg,desanimável,-,animável,animar,ver,1378,43.916581441515575,3.139249217571607,4.642628526367607,6,low,incorrect,new_high_des,target_high_des,A,A,both,,21,adjacent_zipf_pair
HD093_high,HD093,,,desanimável,que não é animável,high_des,neg,desanimável,-,animável,animar,ver,1378,43.916581441515575,3.139249217571607,4.642628526367607,6,high,correct,new_high_des,target_high_des,B,B,both,,21,adjacent_zipf_pair
HD106_low,HD106,,,desprocessável,que pode ser desprocessado,high_des,neg,desprocessável,-,processável,processar,ver,1411,44.96828477066653,3.149527013754348,4.652906322550347,9,low,incorrect,new_high_des,target_high_des,A,A,both,,22,adjacent_zipf_pair
HD106_high,HD106,,,desprocessável,que não é processável,high_des,neg,desprocessável,-,processável,processar,ver,1411,44.96828477066653,3.149527013754348,4.652906322550347,9,high,correct,new_high_des,target_high_des,B,B,both,,22,adjacent_zipf_pair
HD107_high,HD107,,,desavisável,que não é avisável,high_des,neg,desavisável,-,avisável,avisar,ver,1531,48.79266051303363,3.184975190698261,4.6883544994942605,6,high,correct,new_high_des,target_high_des,A,A,both,,22,adjacent_zipf_pair
HD107_low,HD107,,,desavisável,que pode ser desavisado,high_des,neg,desavisável,-,avisável,avisar,ver,1531,48.79266051303363,3.184975190698261,4.6883544994942605,6,low,incorrect,new_high_des,target_high_des,B,B,both,,22,adjacent_zipf_pair
HD096_low,HD096,,,desexplorável,que pode ser desexplorado,high_des,neg,desexplorável,,explorável,explorar,ver,1548,49.33444707653564,3.189770956346874,4.693150265142874,8,low,incorrect,new_high_des,target_high_des,A,A,both,,23,adjacent_zipf_pair
HD096_high,HD096,,,desexplorável,que não é explorável,high_des,neg,desexplorável,,explorável,explorar,ver,1548,49.33444707653564,3.189770956346874,4.693150265142874,8,high,correct,new_high_des,target_high_des,B,B,both,,23,adjacent_zipf_pair
HD108_high,HD108,,,descorrigível,que não é corrigível,high_des,neg,descorrigível,,corrigível,corrigir,ver,1843,58.7360374431881,3.2655253352190736,4.768904644015073,8,high,correct,new_high_des,target_high_des,A,A,both,,23,adjacent_zipf_pair
HD108_low,HD108,,,descorrigível,que pode ser descorrigido,high_des,neg,descorrigível,,corrigível,corrigir,ver,1843,58.7360374431881,3.2655253352190736,4.768904644015073,8,low,incorrect,new_high_des,target_high_des,B,B,both,,23,adjacent_zipf_pair
HD109_low,HD109,,,dessustentável,que pode ser dessustentado,high_des,neg,dessustentável,,sustentável,sustentar,ver,1940,61.827407834934846,3.287801729930226,4.791181038726226,9,low,incorrect,new_high_des,target_high_des,A,A,both,,24,adjacent_zipf_pair
HD109_high,HD109,,,dessustentável,que não é sustentável,high_des,neg,dessustentável,,sustentável,sustentar,ver,1940,61.827407834934846,3.287801729930226,4.791181038726226,9,high,correct,new_high_des,target_high_des,B,B,both,,24,adjacent_zipf_pair
HD110_high,HD110,,,desseparável,que não é separável,high_des,neg,desseparável,-,separável,separar,ver,2011,64.09016348250205,3.303412070596742,4.806791379392742,7,high,correct,new_high_des,target_high_des,A,A,both,,24,adjacent_zipf_pair
HD110_low,HD110,,,desseparável,que pode ser desseparado,high_des,neg,desseparável,-,separável,separar,ver,2011,64.09016348250205,3.303412070596742,4.806791379392742,7,low,incorrect,new_high_des,target_high_des,B,B,both,,24,adjacent_zipf_pair
HD102_high,HD102,,,desverificável,que não é verificável,high_des,neg,desverificável,-,verificável,verificar,ver,2224,70.87843042520366,3.34713478291002,4.850514091706019,9,high,correct,new_high_des,target_high_des,A,A,both,,25,adjacent_zipf_pair
HD102_low,HD102,,,desverificável,que pode ser desverificado,high_des,neg,desverificável,-,verificável,verificar,ver,2224,70.87843042520366,3.34713478291002,4.850514091706019,9,low,incorrect,new_high_des,target_high_des,B,B,both,,25,adjacent_zipf_pair
HD111_low,HD111,,,descalculável,que pode ser descalculado,high_des,neg,descalculável,-,calculável,calcular,ver,2267,72.24883173288521,3.3554515201265174,4.8588308289225175,8,low,incorrect,new_high_des,target_high_des,A,A,both,,25,adjacent_zipf_pair
HD111_high,HD111,,,descalculável,que não é calculável,high_des,neg,descalculável,-,calculável,calcular,ver,2267,72.24883173288521,3.3554515201265174,4.8588308289225175,8,high,correct,new_high_des,target_high_des,B,B,both,,25,adjacent_zipf_pair
HD112_high,HD112,,,destransmissível,que não é transmissível,high_des,neg,destransmissível,-,transmissível,transmitir,ver,2275,72.50379011570968,3.3569814009931314,4.860360709789131,10,high,correct,new_high_des,target_high_des,A,A,both,,26,adjacent_zipf_pair
HD112_low,HD112,,,destransmissível,que pode ser destransmitido,high_des,neg,destransmissível,-,transmissível,transmitir,ver,2275,72.50379011570968,3.3569814009931314,4.860360709789131,10,low,incorrect,new_high_des,target_high_des,B,B,both,,26,adjacent_zipf_pair
HD113_low,HD113,,,deslimitável,que pode ser deslimitado,high_des,neg,deslimitável,-,limitável,limitar,ver,2399,76.45564504948902,3.380030247967831,4.88340955676383,7,low,incorrect,new_high_des,target_high_des,A,A,both,,26,adjacent_zipf_pair
HD113_high,HD113,,,deslimitável,que não é limitável,high_des,neg,deslimitável,-,limitável,limitar,ver,2399,76.45564504948902,3.380030247967831,4.88340955676383,7,high,correct,new_high_des,target_high_des,B,B,both,,26,adjacent_zipf_pair
HD104_low,HD104,,,desjustificável,que pode ser desjustificado,high_des,neg,desjustificável,-,justificável,justificar,ver,2543,81.04489594032954,3.405346360175709,4.908725668971709,10,low,incorrect,new_high_des,target_high_des,A,A,both,,27,adjacent_zipf_pair
HD104_high,HD104,,,desjustificável,que não é justificável,high_des,neg,desjustificável,-,justificável,justificar,ver,2543,81.04489594032954,3.405346360175709,4.908725668971709,10,high,correct,new_high_des,target_high_des,B,B,both,,27,adjacent_zipf_pair
HD114_high,HD114,,,desoperável,que não é operável,high_des,neg,desoperável,-,operável,operar,ver,2559,81.55481270597849,3.4080702858871854,4.9114495946831855,6,high,correct,new_high_des,target_high_des,A,A,both,,27,adjacent_zipf_pair
HD114_low,HD114,,,desoperável,que pode ser desoperado,high_des,neg,desoperável,-,operável,operar,ver,2559,81.55481270597849,3.4080702858871854,4.9114495946831855,6,low,incorrect,new_high_des,target_high_des,B,B,both,,27,adjacent_zipf_pair
HD115_low,HD115,,,desalcançável,que pode ser desalcançado,high_des,neg,desalcançável,-,alcançável,alcançar,ver,2640,84.13626633207629,3.4216039268698313,4.924983235665831,8,low,incorrect,new_high_des,target_high_des,A,A,both,,28,adjacent_zipf_pair
HD115_high,HD115,,,desalcançável,que não é alcançável,high_des,neg,desalcançável,-,alcançável,alcançar,ver,2640,84.13626633207629,3.4216039268698313,4.924983235665831,8,high,correct,new_high_des,target_high_des,B,B,both,,28,adjacent_zipf_pair
HD116_high,HD116,,,desgravável,que não é gravável,high_des,neg,desgravável,-,gravável,gravar,ver,2931,93.41037750731651,3.4670158184384356,4.970395127234435,6,high,correct,new_high_des,target_high_des,A,A,both,,28,adjacent_zipf_pair
HD116_low,HD116,,,desgravável,que pode ser desgravado,high_des,neg,desgravável,-,gravável,gravar,ver,2931,93.41037750731651,3.4670158184384356,4.970395127234435,6,low,incorrect,new_high_des,target_high_des,B,B,both,,28,adjacent_zipf_pair
